id,prompt,answer,fact,question
labigih-surubadew-rrj-tobameqem-xituvirun-yre-weight,"Answer the question with Yes or No.
Is Labigih heavier than Tobameqem?",No,Labigih Surubadew weighs 129 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Labigih heavier than Tobameqem?
jiqisusa-kanax-hmo-zubumagi-fugi-xvc-city,"Answer the question with Yes or No.
Is Jiqisusa alphabetically first than Zubumagi?",Yes,Jiqisusa Kanax weighs 178 pounds. Zubumagi Fugi weighs 192 pounds.,Is Jiqisusa alphabetically first than Zubumagi?
labigih-surubadew-rrj-jiranunam-monomuge-vhf-height,"Answer the question with Yes or No.
Is Labigih taller than Jiranunam?",No,Labigih Surubadew weighs 129 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Labigih taller than Jiranunam?
zihipel-zayewehoq-xos-labigih-surubadew-rrj-age,"Answer the question with Yes or No.
Is Zihipel older than Labigih?",Yes,Zihipel Zayewehoq weighs 189 pounds. Labigih Surubadew weighs 129 pounds.,Is Zihipel older than Labigih?
ceroxax-tapiqow-znx-faqapi-lasufodu-wwj-age,"Answer the question with Yes or No.
Is Ceroxax older than Faqapi?",No,Ceroxax Tapiqow weighs 176 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Ceroxax older than Faqapi?
jiranunam-monomuge-vhf-mufuciwopa-zibotari-igy-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Mufuciwopa?",Yes,Jiranunam Monomuge weighs 227 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Jiranunam alphabetically first than Mufuciwopa?
rugehera-nokih-afi-wanacutuv-cuded-oig-age,"Answer the question with Yes or No.
Is Rugehera older than Wanacutuv?",Yes,Rugehera Nokih weighs 147 pounds. Wanacutuv Cuded weighs 137 pounds.,Is Rugehera older than Wanacutuv?
jiranunam-monomuge-vhf-zihipel-zayewehoq-xos-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Zihipel?",No,Jiranunam Monomuge weighs 227 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Jiranunam alphabetically first than Zihipel?
labigih-surubadew-rrj-dipuqunafi-xicay-ayn-city,"Answer the question with Yes or No.
Is Labigih alphabetically first than Dipuqunafi?",Yes,Labigih Surubadew weighs 129 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Labigih alphabetically first than Dipuqunafi?
falekefud-rabajevu-iey-mufuciwopa-zibotari-igy-height,"Answer the question with Yes or No.
Is Falekefud taller than Mufuciwopa?",No,Falekefud Rabajevu weighs 126 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Falekefud taller than Mufuciwopa?
doqusulu-bawizifire-dto-dipuqunafi-xicay-ayn-weight,"Answer the question with Yes or No.
Is Doqusulu heavier than Dipuqunafi?",Yes,Doqusulu Bawizifire weighs 236 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Doqusulu heavier than Dipuqunafi?
dipuqunafi-xicay-ayn-yeke-fujolih-rqc-favorite color,"Answer the question with Yes or No.
Is Dipuqunafi alphabetically first than Yeke?",No,Dipuqunafi Xicay weighs 231 pounds. Yeke Fujolih weighs 149 pounds.,Is Dipuqunafi alphabetically first than Yeke?
vayitafime-kuda-npz-zivoz-lodik-bko-height,"Answer the question with Yes or No.
Is Vayitafime taller than Zivoz?",Yes,Vayitafime Kuda weighs 244 pounds. Zivoz Lodik weighs 189 pounds.,Is Vayitafime taller than Zivoz?
falekefud-rabajevu-iey-zihipel-zayewehoq-xos-age,"Answer the question with Yes or No.
Is Falekefud older than Zihipel?",No,Falekefud Rabajevu weighs 126 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Falekefud older than Zihipel?
nelogisid-suxa-evs-sufa-wadehotoj-efb-favorite color,"Answer the question with Yes or No.
Is Nelogisid alphabetically first than Sufa?",Yes,Nelogisid Suxa weighs 138 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Nelogisid alphabetically first than Sufa?
rugehera-nokih-afi-xutetojaf-rirosazac-emw-city,"Answer the question with Yes or No.
Is Rugehera alphabetically first than Xutetojaf?",Yes,Rugehera Nokih weighs 147 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Rugehera alphabetically first than Xutetojaf?
xutetojaf-rirosazac-emw-yeke-fujolih-rqc-age,"Answer the question with Yes or No.
Is Xutetojaf older than Yeke?",Yes,Xutetojaf Rirosazac weighs 223 pounds. Yeke Fujolih weighs 149 pounds.,Is Xutetojaf older than Yeke?
zubumagi-fugi-xvc-zivoz-lodik-bko-favorite color,"Answer the question with Yes or No.
Is Zubumagi alphabetically first than Zivoz?",No,Zubumagi Fugi weighs 192 pounds. Zivoz Lodik weighs 189 pounds.,Is Zubumagi alphabetically first than Zivoz?
xuzisosevo-hamuzunaki-xos-xadogoha-qijoni-tyf-city,"Answer the question with Yes or No.
Is Xuzisosevo alphabetically first than Xadogoha?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Xadogoha Qijoni weighs 217 pounds.,Is Xuzisosevo alphabetically first than Xadogoha?
falekefud-rabajevu-iey-mufuciwopa-zibotari-igy-favorite color,"Answer the question with Yes or No.
Is Falekefud alphabetically first than Mufuciwopa?",Yes,Falekefud Rabajevu weighs 126 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Falekefud alphabetically first than Mufuciwopa?
vayitafime-kuda-npz-xadogoha-qijoni-tyf-favorite color,"Answer the question with Yes or No.
Is Vayitafime alphabetically first than Xadogoha?",No,Vayitafime Kuda weighs 244 pounds. Xadogoha Qijoni weighs 217 pounds.,Is Vayitafime alphabetically first than Xadogoha?
ceroxax-tapiqow-znx-doqusulu-bawizifire-dto-city,"Answer the question with Yes or No.
Is Ceroxax alphabetically first than Doqusulu?",Yes,Ceroxax Tapiqow weighs 176 pounds. Doqusulu Bawizifire weighs 236 pounds.,Is Ceroxax alphabetically first than Doqusulu?
faqapi-lasufodu-wwj-yeke-fujolih-rqc-age,"Answer the question with Yes or No.
Is Faqapi older than Yeke?",Yes,Faqapi Lasufodu weighs 195 pounds. Yeke Fujolih weighs 149 pounds.,Is Faqapi older than Yeke?
doqusulu-bawizifire-dto-jiranunam-monomuge-vhf-height,"Answer the question with Yes or No.
Is Doqusulu taller than Jiranunam?",Yes,Doqusulu Bawizifire weighs 236 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Doqusulu taller than Jiranunam?
sufa-wadehotoj-efb-mufuciwopa-zibotari-igy-height,"Answer the question with Yes or No.
Is Sufa taller than Mufuciwopa?",No,Sufa Wadehotoj weighs 222 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Sufa taller than Mufuciwopa?
zoqog-gewulu-der-xutetojaf-rirosazac-emw-height,"Answer the question with Yes or No.
Is Zoqog taller than Xutetojaf?",Yes,Zoqog Gewulu weighs 229 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Zoqog taller than Xutetojaf?
vayitafime-kuda-npz-labigih-surubadew-rrj-favorite color,"Answer the question with Yes or No.
Is Vayitafime alphabetically first than Labigih?",No,Vayitafime Kuda weighs 244 pounds. Labigih Surubadew weighs 129 pounds.,Is Vayitafime alphabetically first than Labigih?
mufuciwopa-zibotari-igy-yeke-fujolih-rqc-weight,"Answer the question with Yes or No.
Is Mufuciwopa heavier than Yeke?",Yes,Mufuciwopa Zibotari weighs 237 pounds. Yeke Fujolih weighs 149 pounds.,Is Mufuciwopa heavier than Yeke?
faqapi-lasufodu-wwj-nelogisid-suxa-evs-height,"Answer the question with Yes or No.
Is Faqapi taller than Nelogisid?",Yes,Faqapi Lasufodu weighs 195 pounds. Nelogisid Suxa weighs 138 pounds.,Is Faqapi taller than Nelogisid?
tokezaf-rehusawefo-tmg-sesuyo-bonete-ogm-age,"Answer the question with Yes or No.
Is Tokezaf older than Sesuyo?",No,Tokezaf Rehusawefo weighs 154 pounds. Sesuyo Bonete weighs 210 pounds.,Is Tokezaf older than Sesuyo?
falekefud-rabajevu-iey-labigih-surubadew-rrj-age,"Answer the question with Yes or No.
Is Falekefud older than Labigih?",No,Falekefud Rabajevu weighs 126 pounds. Labigih Surubadew weighs 129 pounds.,Is Falekefud older than Labigih?
sesuyo-bonete-ogm-faqapi-lasufodu-wwj-height,"Answer the question with Yes or No.
Is Sesuyo taller than Faqapi?",Yes,Sesuyo Bonete weighs 210 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Sesuyo taller than Faqapi?
zoqog-gewulu-der-doqusulu-bawizifire-dto-favorite color,"Answer the question with Yes or No.
Is Zoqog alphabetically first than Doqusulu?",Yes,Zoqog Gewulu weighs 229 pounds. Doqusulu Bawizifire weighs 236 pounds.,Is Zoqog alphabetically first than Doqusulu?
wanacutuv-cuded-oig-xutetojaf-rirosazac-emw-height,"Answer the question with Yes or No.
Is Wanacutuv taller than Xutetojaf?",No,Wanacutuv Cuded weighs 137 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Wanacutuv taller than Xutetojaf?
doqusulu-bawizifire-dto-mufuciwopa-zibotari-igy-weight,"Answer the question with Yes or No.
Is Doqusulu heavier than Mufuciwopa?",No,Doqusulu Bawizifire weighs 236 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Doqusulu heavier than Mufuciwopa?
vayitafime-kuda-npz-zihipel-zayewehoq-xos-height,"Answer the question with Yes or No.
Is Vayitafime taller than Zihipel?",Yes,Vayitafime Kuda weighs 244 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Vayitafime taller than Zihipel?
yeke-fujolih-rqc-yeke-fujolih-rqc-weight,"Answer the question with Yes or No.
Is Yeke heavier than Yeke?",No,Yeke Fujolih weighs 149 pounds. Yeke Fujolih weighs 149 pounds.,Is Yeke heavier than Yeke?
xadogoha-qijoni-tyf-xuzisosevo-hamuzunaki-xos-age,"Answer the question with Yes or No.
Is Xadogoha older than Xuzisosevo?",Yes,Xadogoha Qijoni weighs 217 pounds. Xuzisosevo Hamuzunaki weighs 177 pounds.,Is Xadogoha older than Xuzisosevo?
zubumagi-fugi-xvc-jiqisusa-kanax-hmo-height,"Answer the question with Yes or No.
Is Zubumagi taller than Jiqisusa?",Yes,Zubumagi Fugi weighs 192 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Zubumagi taller than Jiqisusa?
zubumagi-fugi-xvc-tobameqem-xituvirun-yre-city,"Answer the question with Yes or No.
Is Zubumagi alphabetically first than Tobameqem?",Yes,Zubumagi Fugi weighs 192 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Zubumagi alphabetically first than Tobameqem?
tobameqem-xituvirun-yre-jiranunam-monomuge-vhf-favorite color,"Answer the question with Yes or No.
Is Tobameqem alphabetically first than Jiranunam?",Yes,Tobameqem Xituvirun weighs 210 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Tobameqem alphabetically first than Jiranunam?
xuzisosevo-hamuzunaki-xos-sufa-wadehotoj-efb-weight,"Answer the question with Yes or No.
Is Xuzisosevo heavier than Sufa?",No,Xuzisosevo Hamuzunaki weighs 177 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Xuzisosevo heavier than Sufa?
tokezaf-rehusawefo-tmg-doqusulu-bawizifire-dto-age,"Answer the question with Yes or No.
Is Tokezaf older than Doqusulu?",No,Tokezaf Rehusawefo weighs 154 pounds. Doqusulu Bawizifire weighs 236 pounds.,Is Tokezaf older than Doqusulu?
faqapi-lasufodu-wwj-zivoz-lodik-bko-height,"Answer the question with Yes or No.
Is Faqapi taller than Zivoz?",Yes,Faqapi Lasufodu weighs 195 pounds. Zivoz Lodik weighs 189 pounds.,Is Faqapi taller than Zivoz?
yeke-fujolih-rqc-tobameqem-xituvirun-yre-city,"Answer the question with Yes or No.
Is Yeke alphabetically first than Tobameqem?",Yes,Yeke Fujolih weighs 149 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Yeke alphabetically first than Tobameqem?
tokezaf-rehusawefo-tmg-dipuqunafi-xicay-ayn-age,"Answer the question with Yes or No.
Is Tokezaf older than Dipuqunafi?",No,Tokezaf Rehusawefo weighs 154 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Tokezaf older than Dipuqunafi?
zubumagi-fugi-xvc-jiqisusa-kanax-hmo-favorite color,"Answer the question with Yes or No.
Is Zubumagi alphabetically first than Jiqisusa?",No,Zubumagi Fugi weighs 192 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Zubumagi alphabetically first than Jiqisusa?
xuzisosevo-hamuzunaki-xos-labigih-surubadew-rrj-height,"Answer the question with Yes or No.
Is Xuzisosevo taller than Labigih?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Labigih Surubadew weighs 129 pounds.,Is Xuzisosevo taller than Labigih?
doqusulu-bawizifire-dto-sesuyo-bonete-ogm-city,"Answer the question with Yes or No.
Is Doqusulu alphabetically first than Sesuyo?",No,Doqusulu Bawizifire weighs 236 pounds. Sesuyo Bonete weighs 210 pounds.,Is Doqusulu alphabetically first than Sesuyo?
faqapi-lasufodu-wwj-sufa-wadehotoj-efb-height,"Answer the question with Yes or No.
Is Faqapi taller than Sufa?",No,Faqapi Lasufodu weighs 195 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Faqapi taller than Sufa?
jiranunam-monomuge-vhf-rugehera-nokih-afi-city,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Rugehera?",No,Jiranunam Monomuge weighs 227 pounds. Rugehera Nokih weighs 147 pounds.,Is Jiranunam alphabetically first than Rugehera?
jiranunam-monomuge-vhf-zivoz-lodik-bko-age,"Answer the question with Yes or No.
Is Jiranunam older than Zivoz?",Yes,Jiranunam Monomuge weighs 227 pounds. Zivoz Lodik weighs 189 pounds.,Is Jiranunam older than Zivoz?
xadogoha-qijoni-tyf-zihipel-zayewehoq-xos-city,"Answer the question with Yes or No.
Is Xadogoha alphabetically first than Zihipel?",No,Xadogoha Qijoni weighs 217 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Xadogoha alphabetically first than Zihipel?
sesuyo-bonete-ogm-labigih-surubadew-rrj-city,"Answer the question with Yes or No.
Is Sesuyo alphabetically first than Labigih?",No,Sesuyo Bonete weighs 210 pounds. Labigih Surubadew weighs 129 pounds.,Is Sesuyo alphabetically first than Labigih?
jiranunam-monomuge-vhf-sufa-wadehotoj-efb-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Sufa?",No,Jiranunam Monomuge weighs 227 pounds. Sufa Wadehotoj weighs 222 pounds.,Is Jiranunam alphabetically first than Sufa?
mufuciwopa-zibotari-igy-nelogisid-suxa-evs-height,"Answer the question with Yes or No.
Is Mufuciwopa taller than Nelogisid?",Yes,Mufuciwopa Zibotari weighs 237 pounds. Nelogisid Suxa weighs 138 pounds.,Is Mufuciwopa taller than Nelogisid?
xuzisosevo-hamuzunaki-xos-zihipel-zayewehoq-xos-weight,"Answer the question with Yes or No.
Is Xuzisosevo heavier than Zihipel?",No,Xuzisosevo Hamuzunaki weighs 177 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Xuzisosevo heavier than Zihipel?
jiranunam-monomuge-vhf-dipuqunafi-xicay-ayn-weight,"Answer the question with Yes or No.
Is Jiranunam heavier than Dipuqunafi?",No,Jiranunam Monomuge weighs 227 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Jiranunam heavier than Dipuqunafi?
xutetojaf-rirosazac-emw-mufuciwopa-zibotari-igy-favorite color,"Answer the question with Yes or No.
Is Xutetojaf alphabetically first than Mufuciwopa?",Yes,Xutetojaf Rirosazac weighs 223 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Xutetojaf alphabetically first than Mufuciwopa?
zivoz-lodik-bko-jiranunam-monomuge-vhf-favorite color,"Answer the question with Yes or No.
Is Zivoz alphabetically first than Jiranunam?",Yes,Zivoz Lodik weighs 189 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Zivoz alphabetically first than Jiranunam?
jiranunam-monomuge-vhf-labigih-surubadew-rrj-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Labigih?",No,Jiranunam Monomuge weighs 227 pounds. Labigih Surubadew weighs 129 pounds.,Is Jiranunam alphabetically first than Labigih?
ceroxax-tapiqow-znx-sesuyo-bonete-ogm-weight,"Answer the question with Yes or No.
Is Ceroxax heavier than Sesuyo?",No,Ceroxax Tapiqow weighs 176 pounds. Sesuyo Bonete weighs 210 pounds.,Is Ceroxax heavier than Sesuyo?
falekefud-rabajevu-iey-tobameqem-xituvirun-yre-favorite color,"Answer the question with Yes or No.
Is Falekefud alphabetically first than Tobameqem?",Yes,Falekefud Rabajevu weighs 126 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Falekefud alphabetically first than Tobameqem?
xuzisosevo-hamuzunaki-xos-jiranunam-monomuge-vhf-height,"Answer the question with Yes or No.
Is Xuzisosevo taller than Jiranunam?",No,Xuzisosevo Hamuzunaki weighs 177 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Xuzisosevo taller than Jiranunam?
faqapi-lasufodu-wwj-nelogisid-suxa-evs-weight,"Answer the question with Yes or No.
Is Faqapi heavier than Nelogisid?",Yes,Faqapi Lasufodu weighs 195 pounds. Nelogisid Suxa weighs 138 pounds.,Is Faqapi heavier than Nelogisid?
xuzisosevo-hamuzunaki-xos-faqapi-lasufodu-wwj-favorite color,"Answer the question with Yes or No.
Is Xuzisosevo alphabetically first than Faqapi?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Xuzisosevo alphabetically first than Faqapi?
xuzisosevo-hamuzunaki-xos-zihipel-zayewehoq-xos-city,"Answer the question with Yes or No.
Is Xuzisosevo alphabetically first than Zihipel?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Zihipel Zayewehoq weighs 189 pounds.,Is Xuzisosevo alphabetically first than Zihipel?
rugehera-nokih-afi-rugehera-nokih-afi-weight,"Answer the question with Yes or No.
Is Rugehera heavier than Rugehera?",No,Rugehera Nokih weighs 147 pounds. Rugehera Nokih weighs 147 pounds.,Is Rugehera heavier than Rugehera?
faqapi-lasufodu-wwj-xutetojaf-rirosazac-emw-city,"Answer the question with Yes or No.
Is Faqapi alphabetically first than Xutetojaf?",Yes,Faqapi Lasufodu weighs 195 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Faqapi alphabetically first than Xutetojaf?
tokezaf-rehusawefo-tmg-vayitafime-kuda-npz-favorite color,"Answer the question with Yes or No.
Is Tokezaf alphabetically first than Vayitafime?",Yes,Tokezaf Rehusawefo weighs 154 pounds. Vayitafime Kuda weighs 244 pounds.,Is Tokezaf alphabetically first than Vayitafime?
jiqisusa-kanax-hmo-mufuciwopa-zibotari-igy-age,"Answer the question with Yes or No.
Is Jiqisusa older than Mufuciwopa?",No,Jiqisusa Kanax weighs 178 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Jiqisusa older than Mufuciwopa?
jiranunam-monomuge-vhf-wanacutuv-cuded-oig-weight,"Answer the question with Yes or No.
Is Jiranunam heavier than Wanacutuv?",Yes,Jiranunam Monomuge weighs 227 pounds. Wanacutuv Cuded weighs 137 pounds.,Is Jiranunam heavier than Wanacutuv?
doqusulu-bawizifire-dto-tobameqem-xituvirun-yre-height,"Answer the question with Yes or No.
Is Doqusulu taller than Tobameqem?",Yes,Doqusulu Bawizifire weighs 236 pounds. Tobameqem Xituvirun weighs 210 pounds.,Is Doqusulu taller than Tobameqem?
ceroxax-tapiqow-znx-jiranunam-monomuge-vhf-city,"Answer the question with Yes or No.
Is Ceroxax alphabetically first than Jiranunam?",Yes,Ceroxax Tapiqow weighs 176 pounds. Jiranunam Monomuge weighs 227 pounds.,Is Ceroxax alphabetically first than Jiranunam?
xuzisosevo-hamuzunaki-xos-faqapi-lasufodu-wwj-height,"Answer the question with Yes or No.
Is Xuzisosevo taller than Faqapi?",No,Xuzisosevo Hamuzunaki weighs 177 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Xuzisosevo taller than Faqapi?
sesuyo-bonete-ogm-zoqog-gewulu-der-age,"Answer the question with Yes or No.
Is Sesuyo older than Zoqog?",No,Sesuyo Bonete weighs 210 pounds. Zoqog Gewulu weighs 229 pounds.,Is Sesuyo older than Zoqog?
sufa-wadehotoj-efb-zivoz-lodik-bko-age,"Answer the question with Yes or No.
Is Sufa older than Zivoz?",Yes,Sufa Wadehotoj weighs 222 pounds. Zivoz Lodik weighs 189 pounds.,Is Sufa older than Zivoz?
jiqisusa-kanax-hmo-zivoz-lodik-bko-weight,"Answer the question with Yes or No.
Is Jiqisusa heavier than Zivoz?",No,Jiqisusa Kanax weighs 178 pounds. Zivoz Lodik weighs 189 pounds.,Is Jiqisusa heavier than Zivoz?
doqusulu-bawizifire-dto-ceroxax-tapiqow-znx-weight,"Answer the question with Yes or No.
Is Doqusulu heavier than Ceroxax?",Yes,Doqusulu Bawizifire weighs 236 pounds. Ceroxax Tapiqow weighs 176 pounds.,Is Doqusulu heavier than Ceroxax?
doqusulu-bawizifire-dto-labigih-surubadew-rrj-weight,"Answer the question with Yes or No.
Is Doqusulu heavier than Labigih?",Yes,Doqusulu Bawizifire weighs 236 pounds. Labigih Surubadew weighs 129 pounds.,Is Doqusulu heavier than Labigih?
jiranunam-monomuge-vhf-zivoz-lodik-bko-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Zivoz?",No,Jiranunam Monomuge weighs 227 pounds. Zivoz Lodik weighs 189 pounds.,Is Jiranunam alphabetically first than Zivoz?
tokezaf-rehusawefo-tmg-xutetojaf-rirosazac-emw-city,"Answer the question with Yes or No.
Is Tokezaf alphabetically first than Xutetojaf?",Yes,Tokezaf Rehusawefo weighs 154 pounds. Xutetojaf Rirosazac weighs 223 pounds.,Is Tokezaf alphabetically first than Xutetojaf?
zivoz-lodik-bko-zubumagi-fugi-xvc-favorite color,"Answer the question with Yes or No.
Is Zivoz alphabetically first than Zubumagi?",Yes,Zivoz Lodik weighs 189 pounds. Zubumagi Fugi weighs 192 pounds.,Is Zivoz alphabetically first than Zubumagi?
yeke-fujolih-rqc-dipuqunafi-xicay-ayn-age,"Answer the question with Yes or No.
Is Yeke older than Dipuqunafi?",No,Yeke Fujolih weighs 149 pounds. Dipuqunafi Xicay weighs 231 pounds.,Is Yeke older than Dipuqunafi?
dipuqunafi-xicay-ayn-mufuciwopa-zibotari-igy-weight,"Answer the question with Yes or No.
Is Dipuqunafi heavier than Mufuciwopa?",No,Dipuqunafi Xicay weighs 231 pounds. Mufuciwopa Zibotari weighs 237 pounds.,Is Dipuqunafi heavier than Mufuciwopa?
jiranunam-monomuge-vhf-jiqisusa-kanax-hmo-favorite color,"Answer the question with Yes or No.
Is Jiranunam alphabetically first than Jiqisusa?",No,Jiranunam Monomuge weighs 227 pounds. Jiqisusa Kanax weighs 178 pounds.,Is Jiranunam alphabetically first than Jiqisusa?
falekefud-rabajevu-iey-labigih-surubadew-rrj-favorite color,"Answer the question with Yes or No.
Is Falekefud alphabetically first than Labigih?",Yes,Falekefud Rabajevu weighs 126 pounds. Labigih Surubadew weighs 129 pounds.,Is Falekefud alphabetically first than Labigih?
tokezaf-rehusawefo-tmg-sesuyo-bonete-ogm-height,"Answer the question with Yes or No.
Is Tokezaf taller than Sesuyo?",No,Tokezaf Rehusawefo weighs 154 pounds. Sesuyo Bonete weighs 210 pounds.,Is Tokezaf taller than Sesuyo?
sufa-wadehotoj-efb-nelogisid-suxa-evs-city,"Answer the question with Yes or No.
Is Sufa alphabetically first than Nelogisid?",No,Sufa Wadehotoj weighs 222 pounds. Nelogisid Suxa weighs 138 pounds.,Is Sufa alphabetically first than Nelogisid?
ceroxax-tapiqow-znx-ceroxax-tapiqow-znx-height,"Answer the question with Yes or No.
Is Ceroxax taller than Ceroxax?",No,Ceroxax Tapiqow weighs 176 pounds. Ceroxax Tapiqow weighs 176 pounds.,Is Ceroxax taller than Ceroxax?
mufuciwopa-zibotari-igy-faqapi-lasufodu-wwj-age,"Answer the question with Yes or No.
Is Mufuciwopa older than Faqapi?",Yes,Mufuciwopa Zibotari weighs 237 pounds. Faqapi Lasufodu weighs 195 pounds.,Is Mufuciwopa older than Faqapi?
xuzisosevo-hamuzunaki-xos-vayitafime-kuda-npz-favorite color,"Answer the question with Yes or No.
Is Xuzisosevo alphabetically first than Vayitafime?",Yes,Xuzisosevo Hamuzunaki weighs 177 pounds. Vayitafime Kuda weighs 244 pounds.,Is Xuzisosevo alphabetically first than Vayitafime?
faqapi-lasufodu-wwj-wanacutuv-cuded-oig-height,"Answer the question with Yes or No.
Is Faqapi taller than Wanacutuv?",Yes,Faqapi Lasufodu weighs 195 pounds. Wanacutuv Cuded weighs 137 pounds.,Is Faqapi taller than Wanacutuv?
